Governate,Area Name,ATM Name,Latitude,Longitude,Description
Alexandria,All Areas,Alaamiria Educational Administration,31.002804,29.804831,"Cash Dispenser only"
Alexandria,All Areas,Consumer Complexes - Bir Masoud,31.267477,29.989665,"Cash Dispenser only"
Alexandria,All Areas,University administration in Shatby,31.207087,29.910795,"Cash Dispenser only"
Alexandria,All Areas,El Shatby Elementary School,31.20861,29.913133,"Cash Dispenser only"
Alexandria,All Areas,,31.229727,29.983247,
Alexandria,All Areas,The Public Authority for Administrative Investment,31.035365,29.778024,"Cash Dispenser only"
Alexandria,All Areas,Sedy Beshr Alteram,31.256579,29.991957,"Cash Dispenser only"
Alexandria,All Areas,Abis Educational Administration,31.173516,29.983599,"Cash Dispenser only"
Alexandria,All Areas, Alhamam  Team Military Security,30.841917,29.393906,"Cash Dispenser only"
Alexandria,All Areas,Gomla Market Company - Rose Garden - Merghem,31.050838,29.798547,"Cash Dispenser only"
Alexandria,All Areas,Rubex Plastic Company - Borg Alarab,30.852997,29.603637,"Cash Dispenser only"
Alexandria,All Areas,Mubarak City for Scientific Research,30.866498,29.575058,"Cash Dispenser only"
Alexandria,All Areas,Gomla Market Company - Borg Alarab,30.890269,29.584773,"Cash Dispenser only"
Alexandria,All Areas,Sidy Krir Village - North Coast,31.017048,29.637791,"Cash Dispenser only"
Alexandria,All Areas,Alagamy District,31.116256,29.796778,"Cash Dispenser only"
Alexandria,All Areas,,31.108969,29.785515,
Alexandria,All Areas,Fathalla Hanoville Markets,31.098494,29.771319,"Cash Dispenser only"
Alexandria,All Areas,Orouba Mall,31.006582,29.637104,"Full Function"
Alexandria,All Areas,The Arab Company for Gelatin Products,31.038805,29.778207,"Cash Dispenser only"
Alexandria,All Areas,"The Higher Institute of Engineering and Technology, King Mariout",31.026001,29.776252,"Cash Dispenser only"
Alexandria,All Areas,Elqabbari General Hospital,31.170223,29.881387,"Cash Dispenser only"
Alexandria,All Areas,Tanmiah Abis,31.18877967,30.00690169,"Full Function"
Alexandria,All Areas,Almontazah District Alexandria,31.256355,29.992169,"Cash Dispenser only"
Alexandria,All Areas,Alex University Stadium (Alexandria),31.20744,29.920732,"Cash Dispenser only"
Alexandria,All Areas,Al Shorouk village in the North Coast,30.974608,29.563207,"Cash Dispenser only"
Alexandria,All Areas,Windsor Alexandria,31.200486,29.896771,"Full Function"
Alexandria,All Areas,Attarin,31.1970895,29.89839497,"Full Function"
Alexandria,All Areas,Sales Tax Authority - Alexandria region,31.221283,29.942607,"Cash Dispenser only"
Alexandria,All Areas,Northern Military District Command,31.224547,29.942063,"Cash Dispenser only"
Alexandria,All Areas,Armed Forces Hospital in Alexandria,31.225153,29.941699,"Cash Dispenser only"
Alexandria,All Areas,Khir Zaman Sporting,31.220355,29.931113,"Cash Dispenser only"
Alexandria,All Areas,Abbas Alaasar Primary School,31.215904,29.925323,"Cash Dispenser only"
Alexandria,All Areas,Alexandria Manpower Directorate,31.215786,29.939907,"Cash Dispenser only"
Alexandria,All Areas,Central Alexandria district - Azarita,31.20333,29.90711,"Cash Dispenser only"
Alexandria,All Areas,University Students Hospital in Alexandria,31.202522,29.920365,"Cash Dispenser only"
Alexandria,All Areas,Beach club for teachers - Alexandria,31.23174,29.944669,"Full Function"
Alexandria,All Areas,Building tenth Alexandria Customs,31.191605,29.884104,"Cash Dispenser only"
Alexandria,All Areas,Nabawiya Musa Experimental Secondary School,31.202817,29.919488,"Cash Dispenser only"
Alexandria,All Areas,Bisco Misr Alexandria Company,31.197593,29.945226,"Cash Dispenser only"
Alexandria,All Areas,Sedy Abd Alrahman Central,30.969692,28.73747,"Cash Dispenser only"
Alexandria,All Areas,College of Physical Education Abo Qir,31.305476,30.058839,"Full Function"
Alexandria,All Areas,Starch and yeast company Moharam Bek,31.190185,29.928103,"Cash Dispenser only"
Alexandria,All Areas,Mobile ATM 4,31.082603,28.028777,"Cash Dispenser only"
Alexandria,All Areas,Naval Academy Abo Miami,31.265602,29.998212,"Full Function"
Alexandria,All Areas,Miami Azhari Training Center 2,31.268277,29.995406,"Cash Dispenser only"
Alexandria,All Areas,Naval College Abo Qir - Alexandria,31.311899,30.066944,"Cash Dispenser only"
Alexandria,All Areas, Almontazah Educational Administration,31.302693,30.059734,"Cash Dispenser only"
Alexandria,All Areas,Shrq Almadina Hospital In Alexandria,31.262186,29.991982,
Alexandria,All Areas,The Islamic Envoy City in Alexandria,31.274764,30.005369,"Cash Dispenser only"
Alexandria,All Areas,The naval base of Ras Elteen,31.201048,29.880647,"Full Function"
Alexandria,All Areas,Alexandria Drinking Water Company Mariout Station 1,31.016542,29.759929,"Cash Dispenser only"
Alexandria,All Areas,Talaat Harb Garage Branch Alexandria,31.196437,29.900379,"Cash Dispenser only"
Alexandria,All Areas,Helnan Palestine,31.288461,30.017881,"Cash Dispenser only"
Alexandria,All Areas,Burj Alarab airport arrival,30.938137,29.691282,"Full Function"
Alexandria,All Areas,Four Seasons Office,31.246028,29.966628,"Cash Dispenser only"
Alexandria,All Areas,Alexandria sea port branch 2,31.18584955,29.87997356,"withdrawal,deposit"
Alexandria,All Areas,Alexandria sea port branch 1,31.18568774,29.88000211,withdrawal.deposit
Alexandria,All Areas,Bashayer Al Khair Branch 2,31.16333635,29.88756811,"withdrawal,deposit"
Alexandria,All Areas,Bashayer Al Khair Branch 1,31.163368,29.88764336,withdrawal deposit
Alexandria,All Areas,Bahig Village Local Unit,30.923109,29.593144,"GBRU سحب - إيداع - تغيير عملة - صرف من الإيداعات"
Alexandria,All Areas,Orange Aliskandarany,31.190614,29.904658,"GBRU سحب - إيداع - تغيير عملة - صرف من الإيداعات"
Alexandria,All Areas,Talaat Harb Alexandria Branch,31.196442,29.900358,Withdraw - Deposit - Currency Exchange 
Alexandria,All Areas,Nour Alhoda Center,31.181432,29.897295,withdrawal
Alexandria,All Areas,Tanmiah Ezbet Hegazy,31.220319,29.965227,"Withdrawal, Deposit, Exchange"
Alexandria,All Areas,Gomla market K 40,30.978234,29.57327,"Withdrawal, Deposit, Exchange"
Alexandria,All Areas,Samsung Alexandria,31.199607,29.904713,"Withdrawal, Deposit, Exchange"
Alexandria,All Areas,Diplomats' Village,30.930344,29.473796,Withdraw - Deposit - Exchange Currency
Alexandria,Al-Montaza,Al-Montaza,31.302693,30.059734,Withdrawal
Alexandria,Al-Montaza,Al-Montaza,31.256355,29.992169,Withdrawal
Alexandria,Al-Montaza,Al-Montaza,31.27891899,30.02352703,Withdrawal
Alexandria,Al-Montaza,Al-Montaza,31.288461,30.017881,Withdrawal
Alexandria,Al-Montaza,Super Express Khorshid,31.20529165,30.02053859,withdraw only
Alexandria,Al-Montaza,Fathalla gardenia,31.24616219,29.991567,
Alexandria,Al-Montaza,Carrefour -Royal Plaza Mall,31.28281636,30.02355952,"سحب - إيداع - تغيير عملة - صرف من الإيداعات GBRU"
Alexandria,Al-Montaza,Tanmiah Almaraghy,31.20866416,30.02061591,"سحب - إيداع - تغيير عملة - صرف من الإيداعات GBRU"
Alexandria,Al-Montaza,Aman Alsiouf,31.24098658,29.99595906,"سحب - إيداع - تغيير عملة - صرف من الإيداعات GBRU"
Alexandria,Al-Montaza,Gomla Market Miami,31.27067819,29.99780476,"سحب - إيداع - تغيير عملة - صرف من الإيداعات GBRU"
Alexandria,Al-Montaza,Aman Toson,31.30043635,30.06057133,"سحب - إيداع - تغيير عملة - صرف من الإيداعات GBRU"
Alexandria,Al-Montaza,Almontazah District Alexandria,31.256355,29.992169,"Cash Dispenser only"
Alexandria,Al-Montaza, Almontazah Educational Administration,31.302693,30.059734,"Cash Dispenser only"
Alexandria,Al-Montaza,Helnan Palestine,31.288461,30.017881,"Cash Dispenser only"
Alexandria,Al-Qabari,Al-Qabari,31.18446061,29.88724765,Withdrawal -Deposit - Forex
Alexandria,Al-Qabari,Al-Qabari,31.170223,29.881387,Withdrawal
Alexandria,Al-Qabari,,31.160562,29.887701,
Alexandria,Al-Qabari,Elqabbari General Hospital,31.170223,29.881387,"Cash Dispenser only"
Alexandria,Alraml,Alraml,31.23424895,29.96224375,Withdrawal
Alexandria,Alraml,Drinking water station 2 - Al-Awayed - Al-Seyouf - Alexandria,31.22281326,29.99015722,full function
Alexandria,Alraml,Tanmiah Ezbet Hegazy,31.220319,29.965227,"Withdrawal, Deposit, Exchange"
Alexandria,Bab Sharq,Bab Sharq,31.200108,29.922012,Withdrawal
Alexandria,Bab Sharq,Aman Al-Hadra,31.20120876,29.9324492,"Full Function"
Alexandria,Bab Sharq,"Joomla Market Company - Wabour Al Mayah 2, Alexandria",31.200108,29.922012,"Cash Dispenser only"
Alexandria,Bab Sharq,"Joomla Market Company - Wabour Al Mayah 2, Alexandria",31.200108,29.922012,"Cash Dispenser only"
Alexandria,Borg Al Arab,Borg Al Arab,30.88285501,29.57748186,Withdrawal -Deposit – Forex
Alexandria,Borg Al Arab,Borg Al Arab,30.900834,29.544189,Withdrawal
Alexandria,Borg Al Arab,Borg Al Arab,30.890269,29.584773,Withdrawal
Alexandria,Borg Al Arab,Borg Al Arab,30.852997,29.603637,Withdrawal
Alexandria,Borg Al Arab,Borg Al Arab,30.86633208,29.57656735,Withdrawal -Deposit – Forex
Alexandria,Borg Al Arab,Borg Al Arab,30.866498,29.575058,Withdrawal
Alexandria,Borg Al Arab,Borg Al Arab,30.938137,29.691282,Withdrawal -Deposit – Forex
Alexandria,Borg Al Arab,Borg Al Arab,31.006582,29.637104,Withdrawal -Deposit – Forex
Alexandria,Borg Al Arab,Watania Burj Al Arab,30.93271768,29.63997033,"Full Function"
Alexandria,Borg Al Arab,Franchise Borg Alarab,30.88462759,29.57352043,"Full Function"
Alexandria,Borg Al Arab,The device of the old city Borg Alarab,30.900834,29.544189,"Cash Dispenser only"
Alexandria,Borg Al Arab,Rubex Plastic Company - Borg Alarab,30.852997,29.603637,"Cash Dispenser only"
Alexandria,Borg Al Arab,Mubarak City for Scientific Research,30.866498,29.575058,"Cash Dispenser only"
Alexandria,Borg Al Arab,Gomla Market Company - Borg Alarab,30.890269,29.584773,"Cash Dispenser only"
Alexandria,Borg Al Arab,Orouba Mall,31.006582,29.637104,"Full Function"
Alexandria,Borg Al Arab,Burj Alarab airport arrival,30.938137,29.691282,"Full Function"
Alexandria,Borg Al Arab,Bahig Village Local Unit,30.923109,29.593144,"GBRU سحب - إيداع - تغيير عملة - صرف من الإيداعات"
Alexandria,Borg Al Arab,Gomla market K 40,30.978234,29.57327,"Withdrawal, Deposit, Exchange"
Alexandria,Camp Shizar,Camp Shizar,31.21539805,29.9224125,Withdrawal -Deposit – Forex
Alexandria,Camp Shizar,Camp Shizar,31.215904,29.925323,Withdrawal
Alexandria,Camp Shizar,Abbas Alaasar Primary School,31.215904,29.925323,"Cash Dispenser only"
Alexandria,Dekhela,Dekhela,31.13503247,29.82174629,Withdrawal
Alexandria,Dekhela,Dekhela,31.135163,29.821777,Withdrawal -Deposit - Forex
Alexandria,Dekhela,Agamy Star Mall,31.11041151,29.78770798,
Alexandria,Dekhela,Tanmiah Albitash,31.12107616,29.78680833,"سحب - إيداع - تغيير عملة - صرف من الإيداعات GBRU"
Alexandria,Dekhela,Express Aldekhila,31.135163,29.821777,"Full Function"
Alexandria,El Gomrok,El Gomrok,31.20186626,29.88275782,"Withdrawal, deposit and exchange"
Alexandria,El Gomrok,El Gomrok,31.201048,29.880647,Withdrawal -Deposit - Forex
Alexandria,El Gomrok,El Gomrok,31.20636254,29.8823516,Withdrawal -Deposit – Forex
Alexandria,El Gomrok,El Gomrok,31.191605,29.884104,Withdrawal
Alexandria,El Gomrok,El Gomrok,31.20863,29.882421,Withdrawal
Alexandria,El Gomrok,Building tenth Alexandria Customs,31.191605,29.884104,"Cash Dispenser only"
Alexandria,El Gomrok,The naval base of Ras Elteen,31.201048,29.880647,"Full Function"
Alexandria,El Gomrok,Alexandria sea port branch 2,31.18584955,29.87997356,"withdrawal,deposit"
Alexandria,El Gomrok,Alexandria sea port branch 1,31.18568774,29.88000211,withdrawal.deposit
Alexandria,El-Agami,The union of the occupants of the green village of Al-Rawda in Al-Ajami,31.09945214,29.74715312,cash withdrawal
Alexandria,El-Agami,El-Agami,31.10462485,29.7660773,Withdrawal -Deposit - Forex
Alexandria,El-Agami,El-Agami,31.098494,29.771319,Withdrawal
Alexandria,El-Agami,El-Agami,31.116256,29.796778,Withdrawal
Alexandria,El-Agami,El-Agami,31.106806,29.783036,Withdrawal -Deposit – Forex
Alexandria,El-Agami,El-Agami,31.100639,29.773207,Withdrawal -Deposit – Forex
Alexandria,El-Agami,El-Agami,31.10588,29.764859,Withdrawal
Alexandria,El-Agami,El-Agami,31.127187,29.781353,Withdrawal
Alexandria,El-Agami,El-Agami,31.11808371,29.79076231,Withdrawal -Deposit – Forex
Alexandria,El-Agami,El-Agami,31.125506,29.810535,Withdrawal
Alexandria,El-Agami,El-Agami,31.111734,29.791424,Withdrawal
Alexandria,El-Agami,El-Agami,31.108969,29.785515,Withdrawal
Alexandria,El-Agami,El-Agami,31.079921,29.737225,Withdrawal -Deposit – Forex
Alexandria,El-Agami,Carrefour - Alagamy,31.1001094,29.77236365,withdraw only
Alexandria,El-Agami,Carrefour - City Lite Mall,31.24583989,29.99451309,"سحب - إيداع - تغيير عملة - صرف من الإيداعات GBRU"
Alexandria,El-Agami,Raneen Al-Ajami,31.08628512,29.74738974,"Full Function"
Alexandria,El-Agami,Mini Franchise k 21,31.079921,29.737225,"Full Function"
Alexandria,El-Agami,Super Express Hanovil Agamy,31.100639,29.773207,"Full Function"
Alexandria,El-Agami,Super Express Aldaraisa Alagamy,31.106806,29.783036,"Full Function"
Alexandria,El-Agami,Agamy Mobil station Contra Steel Company,31.125506,29.810535,"Cash Dispenser only"
Alexandria,El-Agami,Abbas Helmy Psychiatry Hospital Algamy,31.111734,29.791424,"Cash Dispenser only"
Alexandria,El-Agami,Abbas Helmy Psychiatry Hospital Algamy,31.111734,29.791424,"Cash Dispenser only"
Alexandria,El-Agami,Alagamy District,31.116256,29.796778,"Cash Dispenser only"
Alexandria,El-Agami,,31.108969,29.785515,
Alexandria,El-Agami,Fathalla Hanoville Markets,31.098494,29.771319,"Cash Dispenser only"
Alexandria,El-Atareen,El-Atareen,31.188533,29.902593,Withdrawal
Alexandria,El-Atareen,El-Atareen,31.202529,29.903236,Withdrawal
Alexandria,El-Atareen,El-Atareen,31.20563986,29.90510473,Withdrawal -Deposit – Forex
Alexandria,El-Atareen,El-Atareen,31.19684229,29.89851058,Withdrawal
Alexandria,El-Atareen,El-Atareen,31.183138,29.878009,Withdrawal
Alexandria,El-Atareen,El-Atareen,31.215786,29.939907,Withdrawal
Alexandria,El-Atareen,El-Atareen,31.200486,29.896771,Withdrawal -Deposit – Forex
Alexandria,El-Atareen,Alex Tour,31.19975631,29.90168909,"سحب - إيداع - تغيير عملة"
Alexandria,El-Atareen,State Council Alexandria Branch 2,31.2014156,29.90901294,"Full Function"
Alexandria,El-Atareen,Super Express Alattarin,31.188533,29.902593,"Cash Dispenser only"
Alexandria,El-Atareen,Sun Mall Alraml,31.202529,29.903236,"Cash Dispenser only"
Alexandria,El-Atareen,Windsor Alexandria,31.200486,29.896771,"Full Function"
Alexandria,El-Atareen,Talaat Harb Alexandria Branch,31.196442,29.900358,Withdraw - Deposit - Currency Exchange 
Alexandria,El-Atareen,Samsung Alexandria,31.199607,29.904713,"Withdrawal, Deposit, Exchange"
Alexandria,El-Mamoura,El-Mamoura,31.28686809,30.03134411,Withdrawal -Deposit – Forex
Alexandria,El-Mamoura,El-Mamoura,31.28775,30.017467,Withdrawal
Alexandria,El-Mamoura,El-Mamoura,31.26992,30.024672,Withdrawal
Alexandria,El-Mamoura,Al Mamoura Psychiatric Hospital,31.26992,30.024672,"Cash Dispenser only"
Alexandria,El-Mamoura,Republic Presidency 4 ATMs in Maamoura Palace in Alexandria,31.28775,30.017467,"Cash Dispenser only"
Alexandria,El-Mamoura,Al Mamoura Psychiatric Hospital,31.26992,30.024672,"Cash Dispenser only"
Alexandria,El-Mamoura,Republic Presidency 4 ATMs in Maamoura Palace in Alexandria,31.28775,30.017467,"Cash Dispenser only"
Alexandria,El-Menshya,El-Menshya,31.197056,29.893067,Withdrawal -Deposit – Forex
Alexandria,El-Menshya,El-Menshya,31.197566,29.887215,Withdrawal
Alexandria,El-Menshya,Almanshiea Management Medical Service,31.19950885,29.89210376,"سحب فقط"
Alexandria,El-Menshya,Aman Company Almanshiea,31.197566,29.887215,"Cash Dispenser only"
Alexandria,El-Seyouf,El-Seyouf,31.23424504,29.99290858,Withdrawal -Deposit – Forex
Alexandria,El-Seyouf,El-Seyouf,31.223311,29.989522,Withdrawal
Alexandria,El-Seyouf,Raneen Al-karma,31.24582503,29.99034465,"Full Function"
Alexandria,El-Seyouf,Drinking water station - Al Awayed - Al Siouf - Alexandria,31.223311,29.989522,"Cash Dispenser only"
Alexandria,El-Seyouf,Drinking water station - Al Awayed - Al Siouf - Alexandria,31.223311,29.989522,"Cash Dispenser only"
Alexandria,Fleming,Fleming,31.237074,29.957522,Withdrawal
Alexandria,Fleming,Fleming,31.238145,29.961922,Withdrawal
Alexandria,Fleming,Fleming,31.23372,29.949506,Withdrawal
Alexandria,Fleming,Fleming,31.24007523,29.95591113,Withdrawal
Alexandria,Fleming,Dr. Amr Fawzy Pharmacy,31.23372,29.949506,"Cash Dispenser only"
Alexandria,Free Zone,Free Zone,31.200292,29.874015,Withdrawal
Alexandria,Free Zone,Free Zone,31.198353,29.882157,Withdrawal
Alexandria,Free Zone,Free Zone,31.170455,29.871485,Withdrawal
Alexandria,Free Zone,Free Zone,31.201067,29.880585,Withdrawal
Alexandria,Free Zone,Dekheila Customs - the first logistical area,31.198353,29.882157,"Cash Dispenser only"
Alexandria,Free Zone,Alexandria Shipyard Company - administrative building,31.170455,29.871485,"Cash Dispenser only"
Alexandria,Free Zone,Egyptian Shipbuilding Company,31.200292,29.874015,"Cash Dispenser only"
Alexandria,Free Zone,Dekheila Customs - the first logistical area,31.198353,29.882157,"Cash Dispenser only"
Alexandria,Glim,Glim,31.241816,29.9652,Withdrawal
Alexandria,Glim,Glim,31.239543,29.960454,Withdrawal -Deposit – Forex
Alexandria,Glim,Mini Franchise Gleem,31.239543,29.960454,"Full Function"
Alexandria,Glim,Republic Presidency 1 ATM machine in the Revolution Palace in Alexandria,31.241816,29.9652,"Cash Dispenser only"
Alexandria,Glim,Republic Presidency 1 ATM machine in the Revolution Palace in Alexandria,31.241816,29.9652,"Cash Dispenser only"
Alexandria,Karmouz,Karmouz,31.203541,29.87492,Withdrawal
Alexandria,Karmouz,Gomla Market Co. -Ragheb Alexandria,31.18140822,29.90456065,"سحب فقط"
Alexandria,Karmouz,Ras Alteen Secondary School for girls,31.203541,29.87492,"Cash Dispenser only"
Alexandria,Karmouz,Nour Alhoda Center,31.181432,29.897295,withdrawal
Alexandria,King Mariout,King Mariout,31.026001,29.776252,Withdrawal
Alexandria,King Mariout,King Mariout,31.016542,29.759929,Withdrawal
Alexandria,King Mariout,King Mariout,30.999926,29.733273,Withdrawal -Deposit – Forex
Alexandria,King Mariout,Tulip Sports City Borg Alarab Hotel,30.999926,29.733273,"Full Function"
Alexandria,King Mariout,"The Higher Institute of Engineering and Technology, King Mariout",31.026001,29.776252,"Cash Dispenser only"
Alexandria,King Mariout,Alexandria Drinking Water Company Mariout Station 1,31.016542,29.759929,"Cash Dispenser only"
Alexandria,Loran,Loran,31.27883055,30.01111865,Withdrawal -Deposit - Forex
Alexandria,Loran,Loran,31.243763,29.968977,Withdrawal
Alexandria,Loran,Loran,31.246028,29.966628,Withdrawal
Alexandria,Loran,Loran,31.245433,29.966715,Withdrawal -Deposit – Forex
Alexandria,Loran,San Stefano Mall Alexandria attached to the Four Seasons Hotel,31.245433,29.966715,"Full Function"
Alexandria,Loran,Gomla Market Company - Ganaklis Alexandria,31.243763,29.968977,"Cash Dispenser only"
Alexandria,Loran,San Stefano Mall Alexandria attached to the Four Seasons Hotel,31.245433,29.966715,"Full Function"
Alexandria,Loran,Gomla Market Company - Ganaklis Alexandria,31.243763,29.968977,"Cash Dispenser only"
Alexandria,Loran,Four Seasons Office,31.246028,29.966628,"Cash Dispenser only"
Alexandria,Mahatet El Raml,Mahatet El Raml,31.196528,29.896419,Withdrawal
Alexandria,Mahatet El Raml,Mahatet El Raml,31.19573776,29.89956485,Withdrawal -Deposit – Forex
Alexandria,Mahatet El Raml,Mahatet El Raml,31.196122,29.899129,Withdrawal
Alexandria,Mahatet El Raml,Attarin,31.1970895,29.89839497,"Full Function"
Alexandria,Mahatet El Raml,Talaat Harb Garage Branch Alexandria,31.196437,29.900379,"Cash Dispenser only"
Alexandria,Miami,Miami,31.265602,29.998212,Withdrawal
Alexandria,Miami,Miami,31.267477,29.989665,Withdrawal
Alexandria,Miami,Miami,31.27062994,29.99449947,Withdrawal -Deposit – Forex
Alexandria,Miami,Miami,31.268295,29.995392,Withdrawal
Alexandria,Miami,Miami,31.268277,29.995406,Withdrawal
Alexandria,Miami,Tianbei Limited Company,31.268295,29.995392,"Full Function"
Alexandria,Miami,Consumer Complexes - Bir Masoud,31.267477,29.989665,"Cash Dispenser only"
Alexandria,Miami,Sedy Beshr Alteram,31.256579,29.991957,"Cash Dispenser only"
Alexandria,Miami,Naval Academy Abo Miami,31.265602,29.998212,"Full Function"
Alexandria,Miami,Miami Azhari Training Center 2,31.268277,29.995406,"Cash Dispenser only"
Alexandria,Mina Albasal,Mina Albasal,31.171299,29.8825,Withdrawal -Deposit – Forex
Alexandria,Mina Albasal,Mina Albasal,31.16880033,29.88096196,Withdrawal
Alexandria,Mina Albasal,Mina Albasal,31.17831949,29.87554061,Withdrawal
Alexandria,Mina Albasal,Orange Amir Loulou St.,31.171299,29.8825,"Full Function"
Alexandria,Mina Albasal,Aman Al-Wardian,31.17057899,29.88035181,"Full Function"
Alexandria,Mina Albasal,Bashayer Al Khair Branch 2,31.16333635,29.88756811,"withdrawal,deposit"
Alexandria,Mina Albasal,Bashayer Al Khair Branch 1,31.163368,29.88764336,withdrawal deposit
Alexandria,Moharam Bek,Moharam Bek,31.186159,29.902449,Withdrawal
Alexandria,Moharam Bek,Moharam Bek,31.229727,29.983247,Withdrawal
Alexandria,Moharam Bek,Moharam Bek,31.190185,29.928103,Withdrawal
Alexandria,Moharam Bek,Moharam Bek,31.195494,29.913398,Withdrawal
Alexandria,Moharam Bek,Moharam Bek,31.18571996,29.90261065,Withdrawal -Deposit – Forex
Alexandria,Moharam Bek,Moharam Bek,31.19350132,29.91368355,Withdrawal -Deposit – Forex
Alexandria,Moharam Bek,Moharam Bek,31.169119,29.93065,Withdrawal -Deposit – Forex
Alexandria,Moharam Bek,Moharam Bek,31.170117,29.929812,Withdrawal
Alexandria,Moharam Bek,City Center Mall - Carrefour Alexandria,31.1691189,29.93064978,withdraw only
Alexandria,Moharam Bek,Carrefour City Center Alexandria,31.16779581,29.93106319,"سحب - إيداع - تغيير عملة - صرف من الإيداعات GBRU"
Alexandria,Moharam Bek,Mobil Gas Station Runway AirPort,31.18774457,29.93818796,"سحب - إيداع - تغيير عملة - صرف من الإيداعات GBRU"
Alexandria,Moharam Bek,City Center Mall - Carrefour Alexandria 2,31.170117,29.929812,"Cash Dispenser only"
Alexandria,Moharam Bek,Gomla Market Company - Al Mansha - Alexandria,31.195494,29.913398,"Cash Dispenser only"
Alexandria,Moharam Bek,City Center Mall - Carrefour Alexandria 2,31.170117,29.929812,"Cash Dispenser only"
Alexandria,Moharam Bek,"Consumer complexes, Muharram Bey",31.186159,29.902449,"Cash Dispenser only"
Alexandria,Moharam Bek,,31.229727,29.983247,
Alexandria,Moharam Bek,Starch and yeast company Moharam Bek,31.190185,29.928103,"Cash Dispenser only"
Alexandria,Moharam Bek,Orange Aliskandarany,31.190614,29.904658,"GBRU سحب - إيداع - تغيير عملة - صرف من الإيداعات"
Alexandria,Moharam Bek,"Consumer complexes, Muharram Bey",31.186159,29.902449,"Cash Dispenser only"
Alexandria,North Coast,North Coast,30.835694,28.960557,Withdrawal
Alexandria,North Coast,North Coast,30.974608,29.563207,Withdrawal
Alexandria,North Coast,North Coast,31.016217,29.634942,Withdrawal
Alexandria,North Coast,North Coast,31.017048,29.637791,Withdrawal
Alexandria,North Coast,Stella Walk,30.956641,28.769156,"سحب - إيداع - تغيير عملة - صرف من الإيداعات GBRU"
Alexandria,North Coast,Diplomasien Vilage,30.930344,29.473796,
Alexandria,North Coast,Fathallah Nis Village,30.876663,29.356526,"سحب فقط"
Alexandria,North Coast,Fathallah K 40,30.978234,29.57327,"سحب فقط"
Alexandria,North Coast,Fathallah Rozana,30.909469,29.433593,"سحب فقط"
Alexandria,North Coast,Carrefour - Alorouba Mall,31.00635916,29.63809571,"سحب - إيداع - تغيير عملة - صرف من الإيداعات GBRU"
Alexandria,North Coast,Amon North Coast,30.99453118,29.59897575,"Full Function"
Alexandria,North Coast,Alnesour Village Sedi Krir,31.016217,29.634942,"Cash Dispenser only"
Alexandria,North Coast,Alnesour Village Sedi Krir,31.016217,29.634942,"Cash Dispenser only"
Alexandria,North Coast,Sidy Krir Village - North Coast,31.017048,29.637791,"Cash Dispenser only"
Alexandria,North Coast,Al Shorouk village in the North Coast,30.974608,29.563207,"Cash Dispenser only"
Alexandria,North Coast,Mobile ATM 4,31.082603,28.028777,"Cash Dispenser only"
Alexandria,North Coast,Diplomats' Village,30.930344,29.473796,Withdraw - Deposit - Exchange Currency
Alexandria,Roshdy,Roshdy,31.22917466,29.95082242,Withdrawal
Alexandria,Roshdy,Roshdy,31.231924,29.946107,Withdrawal -Deposit – Forex
Alexandria,Roshdy,Tulip Royal Hotel Alexandria,31.231924,29.946107,
Alexandria,Roshdy,Carrefour-Kafr Abdo,31.22493026,29.9491486,"سحب - إيداع - تغيير عملة - صرف من الإيداعات GBRU"
Alexandria,Semouha,Semouha,31.21220563,29.9467783,Withdrawal -Deposit - Forex
Alexandria,Semouha,Semouha,31.216834,29.94553,Withdrawal
Alexandria,Semouha,Semouha,31.21222571,29.94676772,Withdrawal
Alexandria,Semouha,Semouha,31.209609,29.948049,Withdrawal
Alexandria,Semouha,Semouha,31.214339,29.93917,Withdrawal
Alexandria,Semouha,Carrefour -Zaki Ragab,31.2079789,29.93533629,
Alexandria,Semouha,Misr Exchange Semoha,31.21579266,29.94569666,withdraw only
Alexandria,Semouha,Carrefour Almoltaqa Mall,31.21912283,29.94448886,withdraw only
Alexandria,Semouha,Carrefour -Green Plaza Mall,31.20547815,29.96658652,withdraw
Alexandria,Semouha,State Council Alexandria Branch 1,31.20832798,29.94845004,"Full Function"
Alexandria,Semouha,Spinneys Alexandria,31.21777724,29.95405601,"Full Function"
Alexandria,Semouha,Al-Nasr Sports Center - Smouha Branch,31.20777398,29.93505639,"Full Function"
Alexandria,Semouha,Circle K Moustafa Kamel 45,31.209609,29.948049,"Cash Dispenser only"
Alexandria,Semouha,We Green Plaza Smouha,31.20989396,29.96540157,"Full Function"
Alexandria,Semouha,On the run Smouha,31.21288367,29.94960012,full function
Alexandria,Semouha,Biet Alneaama Hospital,31.214339,29.93917,"Cash Dispenser only"
Alexandria,Semouha,Select Alexandria,31.216834,29.94553,"Cash Dispenser only"
Alexandria,Semouha,Biet Alneaama Hospital,31.214339,29.93917,"Cash Dispenser only"
Alexandria,Semouha,Select Alexandria,31.216834,29.94553,"Cash Dispenser only"
Alexandria,Semouha,Alexandria Manpower Directorate,31.215786,29.939907,"Cash Dispenser only"
Alexandria,Shatby,Shatby,31.207087,29.910795,Withdrawal
Alexandria,Shatby,Shatby,31.20861,29.913133,Withdrawal
Alexandria,Shatby,University administration in Shatby,31.207087,29.910795,"Cash Dispenser only"
